stop_id,stop_name,stop_lat,stop_lon
D21_S,BROADWAY-LAFAYETTE ST,40.7258221908,-73.9962297362
D22_N,GRAND ST,40.7187713234,-73.9937387189
D22_S,GRAND ST,40.7187713234,-73.9937387189
D24_N,ATLANTIC AVE,40.6842310807,-73.9765411485
D24_S,ATLANTIC AVE,40.6842310807,-73.9765411485
D25_N,7TH AVE,40.6769192527,-73.9720180373
D25_S,7TH AVE,40.6769192527,-73.9720180373
D26_N,PROSPECT PARK,40.661492573,-73.9618997228
D26_S,PROSPECT PARK,40.661492573,-73.9618997228
D27_N,PARKSIDE AVE,40.6548277127,-73.9611726813
D27_S,PARKSIDE AVE,40.6548277127,-73.9611726813
D28_N,CHURCH AVE,40.6502197819,-73.962606656
D28_S,CHURCH AVE,40.6502197819,-73.962606656
D29_N,BEVERLY RD,40.6438679287,-73.9641637867
D29_S,BEVERLY RD,40.6438679287,-73.9641637867
D30_N,CORTELYOU RD,40.6405549954,-73.9635507379
D30_S,CORTELYOU RD,40.6405549954,-73.9635507379
D31_N,NEWKIRK AVE,40.6349930389,-73.9625586836
D31_S,NEWKIRK AVE,40.6349930389,-73.9625586836
D32_N,AVE H,40.6289431566,-73.9615356253
D32_S,AVE H,40.6289431566,-73.9615356253
D33_N,AVE J,40.6244072738,-73.9607996887
D33_S,AVE J,40.6244072738,-73.9607996887
D34_N,AVE M,40.6173144314,-73.9593446004
D34_S,AVE M,40.6173144314,-73.9593446004
D35_N,KINGS HWY,40.6084305994,-73.9576445336
D35_S,KINGS HWY,40.6084305994,-73.9576445336
D37_N,AVE U,40.5992997875,-73.9559914661
D37_S,AVE U,40.5992997875,-73.9559914661
D38_N,NECK RD,40.5952298864,-73.9552174633
D38_S,NECK RD,40.5952298864,-73.9552174633
D39_N,SHEEPSHEAD BAY,40.5868250434,-73.9537974194
D39_S,SHEEPSHEAD BAY,40.5868250434,-73.9537974194
D40_N,BRIGHTON BEACH,40.5774472619,-73.9610396004
D40_S,BRIGHTON BEACH,40.5774472619,-73.9610396004
D41_N,OCEAN PKY,40.5760982555,-73.9681907713
D41_S,OCEAN PKY,40.5760982555,-73.9681907713
D42_N,W 8TH ST,40.5756912899,-73.9755289331
D42_S,W 8TH ST,40.5756912899,-73.9755289331
D43,CONEY ISLAND,40.5767132885,-73.9806601152
E01_N,WORLD TRADE CENTER,40.7130114273,-74.0096830885
E01_S,WORLD TRADE CENTER,40.7130114273,-74.0096830885
F01,179TH ST,40.7117807827,-73.7834276493
F02_N,169TH ST,40.7096818151,-73.7930329619
F02_S,169TH ST,40.7096818151,-73.7930329619
F03_N,PARSONS BLVD,40.7068148673,-73.8028112604
F03_S,PARSONS BLVD,40.7068148673,-73.8028112604
F04_N,SUTPHIN BLVD,40.7045928872,-73.8104514083
F04_S,SUTPHIN BLVD,40.7045928872,-73.8104514083
F05_N,VAN WYCK BLVD,40.708643815,-73.8205226712
F05_S,VAN WYCK BLVD,40.708643815,-73.8205226712
F06_N,UNION TPKE,40.7135746727,-73.8304369713
F06_S,UNION TPKE,40.7135746727,-73.8304369713
F07_N,75TH AVE,40.7177526312,-73.836908155
F07_S,75TH AVE,40.7177526312,-73.836908155
F09_N,23RD ST,40.7473318552,-73.9454442728
F09_S,23RD ST,40.7473318552,-73.9454442728
F11_N,LEXINGTON AVE,40.7577926039,-73.9692860165
F11_S,LEXINGTON AVE,40.7577926039,-73.9692860165
F12_N,5TH AVE,40.7603585732,-73.9755821613
F12_S,5TH AVE,40.7603585732,-73.9755821613
F14_N,2ND AVE,40.7237562675,-73.9900466179
F14_S,2ND AVE,40.7237562675,-73.9900466179
F15_N,DELANCEY ST,40.7191283431,-73.9883435442
F15_S,DELANCEY ST,40.7191283431,-73.9883435442
F16_N,EAST BROADWAY,40.714378441,-73.9902535278
F16_S,EAST BROADWAY,40.714378441,-73.9902535278
F18_N,YORK ST,40.6994697533,-73.9864964575
F18_S,YORK ST,40.6994697533,-73.9864964575
F20_N,BERGEN ST,40.6858840227,-73.9905245338
F20_S,BERGEN ST,40.6858840227,-73.9905245338
F21_N,CARROLL ST,40.6800391326,-73.9947077042
F21_S,CARROLL ST,40.6800391326,-73.9947077042
F22_N,SMITH-9TH STS,40.6740352458,-73.9967186637
F22_S,SMITH-9TH STS,40.6740352458,-73.9967186637
F23_N,4TH AVE,40.6699453656,-73.9893285009
F23_S,4TH AVE,40.6699453656,-73.9893285009
F24_N,7TH AVE,40.6661044714,-73.9798402309
F24_S,7TH AVE,40.6661044714,-73.9798402309
F25_N,15TH ST-PROSPECT PARK,40.6603495818,-73.9793781994
F25_S,15TH ST-PROSPECT PARK,40.6603495818,-73.9793781994
F26_N,FORT HAMILTON PKY,40.6506077843,-73.9752991093
F26_S,FORT HAMILTON PKY,40.6506077843,-73.9752991093
F27_N,CHURCH AVE,40.6441058718,-73.9794321492
F27_S,CHURCH AVE,40.6441058718,-73.9794321492
F29_N,DITMAS AVE,40.6358290568,-73.977995163
F29_S,DITMAS AVE,40.6358290568,-73.977995163
F30_N,18TH AVE,40.6294811774,-73.9767930945
F30_S,18TH AVE,40.6294811774,-73.9767930945
F31_N,AVE I,40.6250972793,-73.975961109
F31_S,AVE I,40.6250972793,-73.975961109
F32_N,BAY PKY,40.6207033509,-73.9751030822
F32_S,BAY PKY,40.6207033509,-73.9751030822
F33_N,AVE N,40.6143784752,-73.9739820236
F33_S,AVE N,40.6143784752,-73.9739820236
F34_N,AVE P,40.6086066322,-73.9729419013
F34_S,AVE P,40.6086066322,-73.9729419013
F35_N,KINGS HWY,40.6031536941,-73.9722359801
F35_S,KINGS HWY,40.6031536941,-73.9722359801
F36_N,AVE U,40.5959798757,-73.9732119921
F36_S,AVE U,40.5959798757,-73.9732119921
F38_N,AVE X,40.5890900011,-73.9740189807
F38_S,AVE X,40.5890900011,-73.9740189807
F39_N,NEPTUNE AVE,40.5798561834,-73.9744139336
F39_S,NEPTUNE AVE,40.5798561834,-73.9744139336
G05,JAMAICA CENTER/ PARSONS ARCHER,40.701494974,-73.800526168
G06_N,SUTPHIN BLVD - ARCHER AV- JFK  STATION,40.6998219923,-73.8076033978
G06_S,SUTPHIN BLVD - ARCHER AV- JFK  STATION,40.6998219923,-73.8076033978
G07_N,JAMAICA-VAN WYCK,40.7017549087,-73.8165905791
G07_S,JAMAICA-VAN WYCK,40.7017549087,-73.8165905791
G08_N,71ST-CONTINENTAL AVE,40.721046546,-73.8443304053
G08_S,71ST-CONTINENTAL AVE,40.721046546,-73.8443304053
G09_N,67TH AVE,40.7259544274,-73.8521866562
G09_S,67TH AVE,40.7259544274,-73.8521866562
G10_N,63RD DR,40.7293503308,-73.8612539389
G10_S,63RD DR,40.7293503308,-73.8612539389
G11_N,WOODHAVEN BLVD,40.7326112779,-73.8692411179
G11_S,WOODHAVEN BLVD,40.7326112779,-73.8692411179
G12_N,GRAND AVE,40.7361871894,-73.8766482946
G12_S,GRAND AVE,40.7361871894,-73.8766482946
G13_N,ELMHURST AVE,40.7419600961,-73.8814734963
G13_S,ELMHURST AVE,40.7419600961,-73.8814734963
G14_N,ROOSEVELT AVE,40.7462799996,-73.8908137004
G14_S,ROOSEVELT AVE,40.7462799996,-73.8908137004
G15_N,65TH ST,40.749191925,-73.8979719763
G15_S,65TH ST,40.749191925,-73.8979719763
G16_N,NORTHERN BLVD,40.7524147995,-73.9054431424
G16_S,NORTHERN BLVD,40.7524147995,-73.9054431424
G18_N,46TH ST,40.756031732,-73.9128273736
G18_S,46TH ST,40.756031732,-73.9128273736
G19_N,STEINWAY ST,40.7565437437,-73.9199795434
G19_S,STEINWAY ST,40.7565437437,-73.9199795434
G20_N,36TH ST,40.7516598396,-73.9285208625
G20_S,36TH ST,40.7516598396,-73.9285208625
G21_N,QUEENS PLZ,40.7485828656,-73.9368380949
G21_S,QUEENS PLZ,40.7485828656,-73.9368380949
G22_N,COURT SQ,40.7461438791,-73.943629307
G22_S,COURT SQ,40.7461438791,-73.943629307
G24_N,21ST ST,40.74360989,-73.949327454
G24_S,21ST ST,40.74360989,-73.949327454
G26_N,GREENPOINT AVE,40.7311141842,-73.9540835544
G26_S,GREENPOINT AVE,40.7311141842,-73.9540835544
G28_N,NASSAU AVE,40.7243322615,-73.9508614488
G28_S,NASSAU AVE,40.7243322615,-73.9508614488
G29_N,METROPOLITAN AVE,40.7125615146,-73.9510084178
G29_S,METROPOLITAN AVE,40.7125615146,-73.9510084178
G30_N,BROADWAY,40.7059646654,-73.9500163917
G30_S,BROADWAY,40.7059646654,-73.9500163917
G31_N,FLUSHING AVE,40.7001427957,-73.9497863478
G31_S,FLUSHING AVE,40.7001427957,-73.9497863478
G32_N,MYRTLE-WILLOUGHBY AVES,40.6943158806,-73.9486133138
G32_S,MYRTLE-WILLOUGHBY AVES,40.6943158806,-73.9486133138
G33_N,BEDFORD-NOSTRAND AVES,40.6893679992,-73.9532345272
G33_S,BEDFORD-NOSTRAND AVES,40.6893679992,-73.9532345272
G34_N,CLASSON AVE,40.6886380161,-73.959724706
G34_S,CLASSON AVE,40.6886380161,-73.959724706
G35_N,CLINTON-WASHINGTON AVES,40.6878709871,-73.9666088514
G35_S,CLINTON-WASHINGTON AVES,40.6878709871,-73.9666088514
G36_N,FULTON ST,40.6869150282,-73.9750161519
G36_S,FULTON ST,40.6869150282,-73.9750161519
H02_N,AQUEDUCT,40.6670855445,-73.8337691348
H02_S,AQUEDUCT,40.6670855445,-73.8337691348
H03_N,HOWARD BEACH,40.6597136309,-73.8300719606
H03_S,HOWARD BEACH,40.6597136309,-73.8300719606
H04_N,BROAD CHANNEL,40.6074926367,-73.8155986225
H04_S,BROAD CHANNEL,40.6074926367,-73.8155986225
H06_N,BEACH 67TH ST,40.5904008821,-73.796946092
H06_S,BEACH 67TH ST,40.5904008821,-73.796946092
H07_N,BEACH 60TH ST,40.5919418905,-73.7887938885
H07_S,BEACH 60TH ST,40.5919418905,-73.7887938885
H08_N,BEACH 44TH ST,40.5924998007,-73.7762064786
H08_S,BEACH 44TH ST,40.5924998007,-73.7762064786
H09_N,BEACH 36TH ST,40.5948508076,-73.7684802309
H09_S,BEACH 36TH ST,40.5948508076,-73.7684802309
H10_N,BEACH 25TH ST,40.5993946997,-73.7617390975
H10_S,BEACH 25TH ST,40.5993946997,-73.7617390975
H11,FAR ROCKAWAY,40.6034246682,-73.7555948779
H12_N,BEACH 90TH ST,40.5875839678,-73.8137684843
H12_S,BEACH 90TH ST,40.5875839678,-73.8137684843
H13_N,BEACH 98TH ST,40.5847870205,-73.820687713
H13_S,BEACH 98TH ST,40.5847870205,-73.820687713
H14_N,BEACH 105TH ST,40.5827900757,-73.8278569512
H14_S,BEACH 105TH ST,40.5827900757,-73.8278569512
H15,ROCKAWAY PARK,40.5803121153,-73.8358691408
J12_N,121ST ST,40.6996739599,-73.8282349262
J12_S,121ST ST,40.6996739599,-73.8282349262
J13_N,111TH ST,40.6966060184,-73.8364301129
J13_S,111TH ST,40.6966060184,-73.8364301129
J14_N,104TH-102ND ST,40.6943370005,-73.8442743543
J14_S,104TH-102ND ST,40.6943370005,-73.8442743543
J15_N,WOODHAVEN BLVD,40.6930480664,-73.8516325613
J15_S,WOODHAVEN BLVD,40.6930480664,-73.8516325613
J16_N,85TH ST-FOREST PKY,40.6917310719,-73.8599888319
J16_S,85TH ST-FOREST PKY,40.6917310719,-73.8599888319
J17_N,75TH ST-ELDERT LN,40.6906100588,-73.8671530497
J17_S,75TH ST-ELDERT LN,40.6906100588,-73.8671530497
J19_N,CYPRESS HILLS,40.6892831158,-73.8727532016
J19_S,CYPRESS HILLS,40.6892831158,-73.8727532016
J20_N,CRESCENT ST,40.6825872342,-73.8735211804
J20_S,CRESCENT ST,40.6825872342,-73.8735211804
J21_N,NORWOOD AVE,40.68080925,-73.8798143731
J21_S,NORWOOD AVE,40.68080925,-73.8798143731
J22_N,CLEVELAND ST,40.6793122565,-73.8845385409
J22_S,CLEVELAND ST,40.6793122565,-73.8845385409
J23_N,VAN SICLEN AVE,40.677396291,-73.8916247603
J23_S,VAN SICLEN AVE,40.677396291,-73.8916247603
J24_N,ALABAMA AVE,40.6765172877,-73.8986178817
J24_S,ALABAMA AVE,40.6765172877,-73.8986178817
J27_N,EASTERN PKY,40.6788602148,-73.9042801078
J27_S,EASTERN PKY,40.6788602148,-73.9042801078
J28_N,CHAUNCEY ST,40.6825041375,-73.9100972218
J28_S,CHAUNCEY ST,40.6825041375,-73.9100972218
J29_N,HALSEY ST,40.6859510563,-73.9158413878
J29_S,HALSEY ST,40.6859510563,-73.9158413878
J30_N,GATES ST,40.6892010014,-73.9214075487
J30_S,GATES ST,40.6892010014,-73.9214075487
J31_N,KOSCIUSKO ST,40.69292892,-73.9281327544
J31_S,KOSCIUSKO ST,40.69292892,-73.9281327544
L01,8TH AVE,40.7401348922,-74.0025899694
L02_N,6TH AVE,40.7379529021,-73.9970037641
L02_S,6TH AVE,40.7379529021,-73.9970037641
L03_N,UNION SQ,40.7353240264,-73.9907056276
L03_S,UNION SQ,40.7353240264,-73.9907056276
L05_N,3RD AVE,40.7332590139,-73.9863344715
L05_S,3RD AVE,40.7332590139,-73.9863344715
L06_N,1ST AVE,40.7313090979,-73.981713375
L06_S,1ST AVE,40.7313090979,-73.981713375
L08_N,BEDFORD AVE,40.7170774073,-73.9565435842
L08_S,BEDFORD AVE,40.7170774073,-73.9565435842
L10_N,LORIMER ST,40.713881489,-73.9496993747
L10_S,LORIMER ST,40.713881489,-73.9496993747
L11_N,GRAHAM AVE,40.7143614948,-73.9435052826
L11_S,GRAHAM AVE,40.7143614948,-73.9435052826
L12_N,GRAND ST,40.7116635908,-73.9402251326
L12_S,GRAND ST,40.7116635908,-73.9402251326
L13_N,MONTROSE AVE,40.7073456247,-73.9393850713
L13_S,MONTROSE AVE,40.7073456247,-73.9393850713
L14_N,MORGAN AVE,40.7058757149,-73.932510888
L14_S,MORGAN AVE,40.7058757149,-73.932510888
L15_N,JEFFERSON ST,40.706248677,-73.9222306442
L15_S,JEFFERSON ST,40.706248677,-73.9222306442
L16_N,DEKALB AVE,40.703532753,-73.9181135035
L16_S,DEKALB AVE,40.703532753,-73.9181135035
L17_N,MYRTLE AVE,40.6992458158,-73.9110242987
L17_S,MYRTLE AVE,40.6992458158,-73.9110242987
L19_N,HALSEY ST,40.6951059014,-73.903992053
L19_S,HALSEY ST,40.6951059014,-73.903992053
L20_N,WILSON AVE,40.6885970343,-73.9039171158
L20_S,WILSON AVE,40.6885970343,-73.9039171158
L21_N,BUSHWICK-ABERDEEN,40.6825471559,-73.9049151516
L21_S,BUSHWICK-ABERDEEN,40.6825471559,-73.9049151516
L22_N,BROADWAY JCT,40.6782602499,-73.9032780609
L22_S,BROADWAY JCT,40.6782602499,-73.9032780609
L24_N,ATLANTIC AVE,40.674912332,-73.9029100482
L24_S,ATLANTIC AVE,40.674912332,-73.9029100482
L25_N,SUTTER AVE,40.6686994557,-73.9018979918
L25_S,SUTTER AVE,40.6686994557,-73.9018979918
L26_N,LIVONIA AVE,40.6633065222,-73.9004839822
L26_S,LIVONIA AVE,40.6633065222,-73.9004839822
L27_N,NEW LOTS AVE,40.6584536741,-73.8992639455
L27_S,NEW LOTS AVE,40.6584536741,-73.8992639455
L28_N,E 105TH ST,40.6503557806,-73.8995349867
L28_S,E 105TH ST,40.6503557806,-73.8995349867
L29,ROCKAWAY PKY,40.6463468924,-73.9019809473
M01,METROPOLITAN AVE,40.7113206369,-73.8886516834
M04_N,FRESH POND RD,40.7057877592,-73.8957188239
M04_S,FRESH POND RD,40.7057877592,-73.8957188239
M05_N,FOREST AVE,40.7039557507,-73.9027590391
M05_S,FOREST AVE,40.7039557507,-73.9027590391
M06_N,SENECA AVE,40.7023058166,-73.90708419
M06_S,SENECA AVE,40.7023058166,-73.90708419
M08_N,WYCKOFF AVE,40.6988338587,-73.9116292724
M08_S,WYCKOFF AVE,40.6988338587,-73.9116292724
M09_N,KNICKERBOCKER AVE,40.6981878519,-73.9191865229
M09_S,KNICKERBOCKER AVE,40.6981878519,-73.9191865229
M10_N,CENTRAL AVE,40.6974758269,-73.9271887653
M10_S,CENTRAL AVE,40.6974758269,-73.9271887653
M11_N,MYRTLE AVE,40.6969148579,-73.9352029839
M11_S,MYRTLE AVE,40.6969148579,-73.9352029839
M12_N,FLUSHING AVE,40.7000047701,-73.9407261337
M12_S,FLUSHING AVE,40.7000047701,-73.9407261337
M13_N,LORIMER ST,40.7036057065,-73.9470023125
M13_S,LORIMER ST,40.7036057065,-73.9470023125
M14_N,HEWES ST,40.7065916314,-73.9529655063
M14_S,HEWES ST,40.7065916314,-73.9529655063
M16_N,MARCY AVE,40.7082866153,-73.9575385963
M16_S,MARCY AVE,40.7082866153,-73.9575385963
M18_N,ESSEX ST,40.7188623692,-73.9874355314
M18_S,ESSEX ST,40.7188623692,-73.9874355314
M19_N,BOWERY,40.7207833088,-73.9939346852
M19_S,BOWERY,40.7207833088,-73.9939346852
M20_N,CANAL ST,40.7186203284,-73.9997878298
M20_S,CANAL ST,40.7186203284,-73.9997878298
M21_N,CHAMBERS ST,40.7138294078,-74.0033299984
M21_S,CHAMBERS ST,40.7138294078,-74.0033299984
M22_N,FULTON ST,40.7107384746,-74.0075200262
M22_S,FULTON ST,40.7107384746,-74.0075200262
M23,BROAD ST,40.7069005693,-74.0110481901
N02_N,8TH AVE,40.6348220266,-74.0113630485
N02_S,8TH AVE,40.6348220266,-74.0113630485
N03_N,FT HAMILTON PKY,40.6312891076,-74.0051518584
N03_S,FT HAMILTON PKY,40.6312891076,-74.0051518584
N04_N,NEW UTRECHT AVE,40.6244072941,-73.9961875818
N04_S,NEW UTRECHT AVE,40.6244072941,-73.9961875818
N05_N,18TH AVE,40.62046935,-73.9903214927
N05_S,18TH AVE,40.62046935,-73.9903214927
N06_N,20TH AVE,40.6171844484,-73.9848122424
N06_S,20TH AVE,40.6171844484,-73.9848122424
N07_N,BAY PKY,40.611560572,-73.981895219
N07_S,BAY PKY,40.611560572,-73.981895219
N08_N,KINGS HWY,40.6040947227,-73.9804390981
N08_S,KINGS HWY,40.6040947227,-73.9804390981
N09_N,AVE U,40.5973718411,-73.9791601393
N09_S,AVE U,40.5973718411,-73.9791601393
N10_N,86TH ST,40.5925369061,-73.9781860597
N10_S,86TH ST,40.5925369061,-73.9781860597
Q01_N,CANAL ST-BROADWAY,40.718933311,-74.0004218858
Q01_S,CANAL ST-BROADWAY,40.718933311,-74.0004218858
R01,ASTORIA/ DITMARS BLVD,40.7746964399,-73.9112661979
R03_N,ASTORIA BLVD,40.7697945008,-73.9172073841
R03_S,ASTORIA BLVD,40.7697945008,-73.9172073841
R04_N,30TH AVE,40.7663425723,-73.9212445689
R04_S,30TH AVE,40.7663425723,-73.9212445689
R05_N,BROADWAY,40.7612316846,-73.9252837202
R05_S,BROADWAY,40.7612316846,-73.9252837202
R06_N,36TH AVE,40.7564557187,-73.9292907907
R06_S,36TH AVE,40.7564557187,-73.9292907907
R08_N,39TH AVE,40.7524097659,-73.9325559937
R08_S,39TH AVE,40.7524097659,-73.9325559937
R09_N,QUEENSBORO PLZ,40.7503407948,-73.9399811988
R09_S,QUEENSBORO PLZ,40.7503407948,-73.9399811988
R11_N,LEXINGTON AVE,40.7627925022,-73.9674539289
R11_S,LEXINGTON AVE,40.7627925022,-73.9674539289
R13_N,5TH AVE,40.7649234426,-73.9735730429
R13_S,5TH AVE,40.7649234426,-73.9735730429
R14_N,57TH ST,40.7647034793,-73.9807942408
R14_S,57TH ST,40.7647034793,-73.9807942408
R15_N,49TH ST,40.7599105189,-73.9843203776
R15_S,49TH ST,40.7599105189,-73.9843203776
R16_N,TIMES SQ - 42ST,40.7548265986,-73.9868485571
R16_S,TIMES SQ - 42ST,40.7548265986,-73.9868485571
R17_N,34TH ST,40.7499156727,-73.9880866013
R17_S,34TH ST,40.7499156727,-73.9880866013
R18_N,28TH ST,40.7457567888,-73.9888625728
R18_S,28TH ST,40.7457567888,-73.9888625728
R19_N,23RD ST,40.741591904,-73.9895695951
R19_S,23RD ST,40.741591904,-73.9895695951
R20_N,14TH-UNION SQ,40.7362529976,-73.9905376053
R20_S,14TH-UNION SQ,40.7362529976,-73.9905376053
R21_N,8TH ST/ NYU,40.7308990569,-73.9925886212
R21_S,8TH ST/ NYU,40.7308990569,-73.9925886212
R22_N,PRINCE ST,40.7248382129,-73.9975967601
R22_S,PRINCE ST,40.7248382129,-73.9975967601
R23_N,CANAL ST,40.7199583094,-74.0016649414
R23_S,CANAL ST,40.7199583094,-74.0016649414
R24_N,CITY HALL,40.7137974133,-74.0068760442
R24_S,CITY HALL,40.7137974133,-74.0068760442
R25_N,CORTLANDT ST,40.7109814689,-74.0110261511
R25_S,CORTLANDT ST,40.7109814689,-74.0110261511
R26_N,RECTOR ST,40.7077845281,-74.0131671815
R26_S,RECTOR ST,40.7077845281,-74.0131671815
R27_N,WHITEHALL ST,40.7030936079,-74.0131392548
R27_S,WHITEHALL ST,40.7030936079,-74.0131392548
R28_N,COURT ST,40.6938858749,-73.9915145379
R28_S,COURT ST,40.6938858749,-73.9915145379
R29_N,LAWRENCE ST,40.6918908601,-73.9856423804
R29_S,LAWRENCE ST,40.6918908601,-73.9856423804
R30_N,DEKALB AVE,40.690260956,-73.981501253
R30_S,DEKALB AVE,40.690260956,-73.981501253
R31_N,ATLANTIC AV-PACIFIC ST,40.6834270524,-73.9785322249
R31_S,ATLANTIC AV-PACIFIC ST,40.6834270524,-73.9785322249
R32_N,UNION ST,40.6770542467,-73.9827573328
R32_S,UNION ST,40.6770542467,-73.9827573328
R33_N,9TH ST,40.6705393597,-73.9879894832
R33_S,9TH ST,40.6705393597,-73.9879894832
R34_N,PROSPECT AVE,40.6651584576,-73.992477519
R34_S,PROSPECT AVE,40.6651584576,-73.992477519
R35_N,25TH ST,40.6601085048,-73.9978776903
R35_S,25TH ST,40.6601085048,-73.9978776903
R36_N,36TH ST,40.6549346361,-74.0033558774
R36_S,36TH ST,40.6549346361,-74.0033558774
R39_N,45TH ST,40.6487097396,-74.0099180766
R39_S,45TH ST,40.6487097396,-74.0099180766
R40_N,53RD ST,40.6449427959,-74.013881116
R40_S,53RD ST,40.6449427959,-74.013881116
R41_N,59TH ST,40.6411178998,-74.0178742329
R41_S,59TH ST,40.6411178998,-74.0178742329
R42_N,BAY RIDGE AVE,40.634734007,-74.0232793806
R42_S,BAY RIDGE AVE,40.634734007,-74.0232793806
R43_N,77TH ST,40.6295011126,-74.0254443617
R43_S,77TH ST,40.6295011126,-74.0254443617
R44_N,86TH ST,40.6223242395,-74.0283524448
R44_S,86TH ST,40.6223242395,-74.0283524448
R45,BAY RIDGE/ 95TH ST,40.6164803255,-74.0306695562
S01,FRANKLIN AVE,40.681119148,-73.9565716175
S03,PARK PL,40.674550304,-73.957175563
S04,BOTANIC GARDEN,40.6695813795,-73.9589946381
